GexfID,Title,IMDB_id,ReleaseDate,Slug,WeightedDegree,Modularity,PathLength,Diameter,ClusteringCoefficient,ConnectedComponents,Density,Edges,Characters,rating
581,My Best Friend's Wedding,tt0119738,1997,My-Best-Friend's-Wedding,9.04,0.264,1.75,2,0.816,1,0.25,135,24,6.3
582,My Girl,tt0102492,1991,My-Girl,11.471,0.287,1.894,3,0.691,2,0.193,229,33,6.8
583,My Mother Dreams the Satan's Disciples in New York,tt0177023,1998,My-Mother-Dreams-the-Satan's-Disciples-in-New-York,6.3,0.288,1.719,3,0.669,3,0.263,47,15,7.3
584,Mystery Men,tt0132347,1999,Mystery-Men,18.25,0.294,1.962,4,0.731,3,0.205,623,54,6
586,Nashville,tt0073440,1975,Nashville,9.073,0.359,2.348,5,0.587,1,0.163,205,40,7.7
587,Natural Born Killers,tt0110632,1994,Natural-Born-Killers,8.154,0.513,2.275,4,0.699,3,0.111,249,52,7.3
591,Newsies,tt0104990,1992,Newsies,26,0.279,1.846,4,0.797,2,0.23,693,47,7
592,Next,tt0435705,2007,Next,11.81,0.289,1.902,3,0.778,2,0.174,184,23,6.2
593,Next Friday,tt0195945,2000,Next-Friday,17.913,0.173,1.688,3,0.769,1,0.379,270,21,6.1
594,The Next Three Days,tt1458175,2010,The-Next-Three-Days,6.364,0.417,2.186,5,0.523,2,0.092,176,42,7.4
595,Nick of Time,tt0113972,1995,Nick-of-Time,9.371,0.292,2.107,4,0.636,2,0.168,175,30,6.3
599,A Nightmare on Elm Street,tt0087800,1984,A-Nightmare-on-Elm-Street,7.5,0.398,2.249,4,0.664,2,0.147,142,31,7.5
600,Freddy's Dead: The Final Nightmare,tt0101917,1991,Freddy's-Dead:-The-Final-Nightmare,10.389,0.326,2.032,3,0.823,1,0.165,230,34,4.9
601,The Nines,tt0810988,2007,The-Nines,7.217,0.297,1.984,4,0.644,1,0.209,98,21,6.4
602,Ninja Assassin,tt1186367,2009,Ninja-Assassin,5.379,0.408,2.089,3,0.456,4,0.108,100,29,6.4
603,Ninotchka,tt0031725,1939,Ninotchka,12.162,0.333,2.062,3,0.724,3,0.18,245,32,8
605,Notting Hill,tt0125439,1999,Notting-Hill,12.167,0.305,1.84,3,0.824,1,0.178,295,34,7
606,Nurse Betty,tt0171580,2000,Nurse-Betty,9.6,0.386,2.179,4,0.666,2,0.119,307,50,6.2
607,"O Brother, Where Art Thou?",tt0190590,2000,"O-Brother,-Where-Art-Thou?",11.617,0.308,1.888,3,0.775,2,0.163,317,46,7.7
608,Observe and Report,tt1197628,2009,Observe-and-Report,6.813,0.293,1.933,3,0.635,2,0.141,141,32,5.8
609,Wicker Park,tt0324554,2004,Wicker-Park,16.357,0.202,1.769,3,0.751,2,0.262,130,20,7
615,One Flew Over the Cuckoo's Nest,tt0073486,1975,One-Flew-Over-the-Cuckoo's-Nest,26.389,0.205,1.68,3,0.852,2,0.3,603,34,8.7
616,Ordinary People,tt0081283,1980,Ordinary-People,7.532,0.475,2.177,3,0.737,3,0.114,216,47,7.8
618,Orphan,tt1148204,2009,Orphan,13.143,0.225,1.981,4,0.631,8,0.13,312,34,7
619,The Other Boleyn Girl,tt0467200,2008,The-Other-Boleyn-Girl,12.343,0.254,1.896,3,0.848,1,0.183,275,33,6.7
620,Out of Sight,tt0120780,1998,Out-of-Sight,11.15,0.285,1.846,3,0.784,3,0.177,283,39,7
621,The Pacifier,tt0395699,2005,The-Pacifier,12.612,0.237,1.896,3,0.725,4,0.162,264,40,5.6
622,Panic Room,tt0258000,2002,Panic-Room,13.333,0.173,1.545,2,0.673,2,0.379,108,12,6.8
623,The Patriot,tt0187393,2000,The-Patriot,10.588,0.452,2.09,3,0.808,1,0.143,331,50,8.2
624,Pearl Harbor,tt0213149,2001,Pearl-Harbor,4.675,0.499,3.107,8,0.341,18,0.038,253,78,6.1
625,Peeping Tom,tt0054167,1960,Peeping-Tom,8.537,0.29,2.055,4,0.575,7,0.141,194,37,7.7
628,A Perfect World,tt0107808,1993,A-Perfect-World,8.557,0.472,2.404,5,0.623,8,0.078,327,60,7.5
629,Pet Sematary,tt0098084,1989,Pet-Sematary,7.462,0.332,2.032,3,0.546,7,0.132,143,26,6.6
630,Pet Sematary II,tt0105128,1992,Pet-Sematary-II,7.875,0.387,1.985,3,0.677,2,0.159,160,32,4.8
631,Petulia,tt0063426,1968,Petulia,8.977,0.324,1.859,3,0.784,2,0.152,153,29,7.3
632,Philadelphia,tt0107818,1993,Philadelphia,10.955,0.415,2.087,3,0.824,2,0.121,426,66,8.8
633,Phone Booth,tt0183649,2002,Phone-Booth,7.333,0.207,1.779,3,0.656,2,0.261,80,18,7.1
634,Pi,tt0138704,1998,Pi,5.75,0.203,1.752,2,0.519,2,0.217,57,16,7.5
635,The Pianist,tt0253474,2002,The-Pianist,7.24,0.359,2.07,4,0.542,8,0.087,222,48,8.5
636,The Piano,tt0107822,1993,The-Piano,8.552,0.336,1.921,3,0.744,3,0.187,140,27,7.6
637,Pineapple Express,tt0910936,2008,Pineapple-Express,8.486,0.427,1.966,3,0.732,2,0.132,189,35,7
638,Pirates of the Caribbean: The Curse of the Black Pearl,tt0325980,2003,Pirates-of-the-Caribbean:-The-Curse-of-the-Black-Pearl,11.6,0.271,1.815,3,0.668,3,0.216,242,29,8
640,Pitch Black,tt0134847,2000,Pitch-Black,30.857,0.093,1.462,3,0.81,2,0.484,319,12,7.1
641,Planet of the Apes,tt0063442,1968,Planet-of-the-Apes,12.286,0.259,1.738,3,0.741,2,0.271,166,21,5.7
642,Platinum Blonde,tt0022268,1931,Platinum-Blonde,10.727,0.31,1.931,4,0.792,2,0.218,178,26,6.9
643,Platoon,tt0091763,1986,Platoon,13.442,0.163,1.95,4,0.622,4,0.219,356,41,8.1
644,Pleasantville,tt0120789,1998,Pleasantville,10.458,0.311,2.025,4,0.732,4,0.148,298,46,7.5
645,Point Break,tt0102685,1991,Point-Break,9.806,0.286,1.852,3,0.778,1,0.17,210,31,7.2
647,Il Postino: The Postman,tt0110877,1994,Il-Postino:-The-Postman,10.308,0.383,1.892,3,0.669,4,0.147,314,52,7.7
648,The Power of One,tt0105159,1992,The-Power-of-One,7.309,0.371,1.981,3,0.643,7,0.092,222,51,7.2
649,Precious,tt0929632,2009,Precious,8.444,0.385,1.946,4,0.672,1,0.151,166,35,7.3
650,Predator,tt0093773,1987,Predator,9.714,0.159,1.846,3,0.531,2,0.319,99,14,5.4
651,Pretty Woman,tt0100405,1990,Pretty-Woman,6.757,0.325,2.162,4,0.492,2,0.104,168,37,6.9
652,The Princess Bride,tt0093779,1987,The-Princess-Bride,13.429,0.179,1.838,3,0.691,1,0.305,184,20,8.1
653,The Private Life of Sherlock Holmes,tt0066249,1970,The-Private-Life-of-Sherlock-Holmes,10.75,0.195,1.732,2,0.756,3,0.225,162,24,7.2
655,The Jack Benny Program,tt0042116,1950,The-Jack-Benny-Program,10.667,0.331,2.099,4,0.717,2,0.123,325,55,8.7
656,The Prophecy,tt0114194,1995,The-Prophecy,8.615,0.319,2.02,4,0.661,2,0.135,203,43,6.6
657,The Proposal,tt1041829,2009,The-Proposal,11.118,0.228,1.867,3,0.671,2,0.176,221,28,6.7
658,Psycho,tt0054215,1960,Psycho,7.182,0.393,2.157,3,0.776,2,0.212,93,22,8.5
659,Public Enemies,tt1152836,2009,Public-Enemies,6.929,0.453,2.363,5,0.621,9,0.052,360,97,7
660,Pulp Fiction,tt0110912,1994,Pulp-Fiction,7.488,0.439,2.345,5,0.761,2,0.126,171,39,8.9
661,Punch-Drunk Love,tt0272338,2002,Punch-Drunk-Love,7.611,0.367,2.03,4,0.652,2,0.157,151,35,7.3
662,Purple Rain,tt0087957,1984,Purple-Rain,8.118,0.311,1.998,3,0.673,5,0.159,155,29,6.5
664,Queen of the Damned,tt0238546,2002,Queen-of-the-Damned,7.19,0.465,2.143,4,0.705,3,0.122,177,41,5.3
665,The Queen,tt0436697,2006,The-Queen,9.478,0.366,2.15,4,0.612,4,0.13,247,42,7.3
666,Rachel Getting Married,tt1084950,2008,Rachel-Getting-Married,12.769,0.163,1.743,3,0.671,3,0.249,192,22,6.7
